,set,failedInt
0,analytique_set_1.txt,6
0,analytique_set_1.txt,17
0,analytique_set_1.txt,18
0,analytique_set_1.txt,41
0,analytique_set_1.txt,42
0,analytique_set_1.txt,56
0,analytique_set_1.txt,67
0,analytique_set_1.txt,73
0,analytique_set_1.txt,74
0,analytique_set_1.txt,112
0,analytique_set_1.txt,134
0,analytique_set_1.txt,150
0,analytique_set_10.txt,8
0,analytique_set_10.txt,12
0,analytique_set_10.txt,20
0,analytique_set_10.txt,29
0,analytique_set_10.txt,30
0,analytique_set_10.txt,37
0,analytique_set_10.txt,60
0,analytique_set_10.txt,69
0,analytique_set_10.txt,100
0,analytique_set_10.txt,106
0,analytique_set_10.txt,126
0,analytique_set_10.txt,181
0,analytique_set_100.txt,8
0,analytique_set_100.txt,10
0,analytique_set_100.txt,12
0,analytique_set_100.txt,13
0,analytique_set_100.txt,17
0,analytique_set_100.txt,18
0,analytique_set_100.txt,37
0,analytique_set_100.txt,46
0,analytique_set_100.txt,57
0,analytique_set_100.txt,86
0,analytique_set_100.txt,145
0,analytique_set_11.txt,8
0,analytique_set_11.txt,19
0,analytique_set_11.txt,21
0,analytique_set_11.txt,30
0,analytique_set_11.txt,33
0,analytique_set_11.txt,36
0,analytique_set_11.txt,37
0,analytique_set_11.txt,40
0,analytique_set_11.txt,49
0,analytique_set_11.txt,69
0,analytique_set_11.txt,73
0,analytique_set_12.txt,6
0,analytique_set_12.txt,8
0,analytique_set_12.txt,12
0,analytique_set_12.txt,13
0,analytique_set_12.txt,24
0,analytique_set_12.txt,34
0,analytique_set_12.txt,45
0,analytique_set_12.txt,81
0,analytique_set_12.txt,170
0,analytique_set_12.txt,315
0,analytique_set_12.txt,431
0,analytique_set_13.txt,6
0,analytique_set_13.txt,9
0,analytique_set_13.txt,17
0,analytique_set_13.txt,19
0,analytique_set_13.txt,25
0,analytique_set_13.txt,42
0,analytique_set_13.txt,51
0,analytique_set_13.txt,71
0,analytique_set_13.txt,84
0,analytique_set_13.txt,86
0,analytique_set_13.txt,89
0,analytique_set_13.txt,145
0,analytique_set_14.txt,6
0,analytique_set_14.txt,7
0,analytique_set_14.txt,12
0,analytique_set_14.txt,15
0,analytique_set_14.txt,18
0,analytique_set_14.txt,20
0,analytique_set_14.txt,21
0,analytique_set_14.txt,29
0,analytique_set_14.txt,34
0,analytique_set_14.txt,49
0,analytique_set_14.txt,67
0,analytique_set_14.txt,69
0,analytique_set_14.txt,81
0,analytique_set_14.txt,98
0,analytique_set_14.txt,112
0,analytique_set_14.txt,115
0,analytique_set_14.txt,137
0,analytique_set_14.txt,143
0,analytique_set_14.txt,153
0,analytique_set_15.txt,6
0,analytique_set_15.txt,9
0,analytique_set_15.txt,11
0,analytique_set_15.txt,12
0,analytique_set_15.txt,19
0,analytique_set_15.txt,20
0,analytique_set_15.txt,23
0,analytique_set_15.txt,24
0,analytique_set_15.txt,27
0,analytique_set_15.txt,33
0,analytique_set_15.txt,34
0,analytique_set_15.txt,44
0,analytique_set_15.txt,49
0,analytique_set_15.txt,76
0,analytique_set_15.txt,152
0,analytique_set_15.txt,181
0,analytique_set_16.txt,7
0,analytique_set_16.txt,8
0,analytique_set_16.txt,14
0,analytique_set_16.txt,20
0,analytique_set_16.txt,25
0,analytique_set_16.txt,26
0,analytique_set_16.txt,35
0,analytique_set_16.txt,38
0,analytique_set_16.txt,46
0,analytique_set_16.txt,51
0,analytique_set_16.txt,67
0,analytique_set_16.txt,69
0,analytique_set_16.txt,84
0,analytique_set_16.txt,94
0,analytique_set_16.txt,105
0,analytique_set_16.txt,114
0,analytique_set_16.txt,121
0,analytique_set_16.txt,140
0,analytique_set_17.txt,7
0,analytique_set_17.txt,8
0,analytique_set_17.txt,10
0,analytique_set_17.txt,16
0,analytique_set_17.txt,25
0,analytique_set_17.txt,29
0,analytique_set_17.txt,32
0,analytique_set_17.txt,42
0,analytique_set_17.txt,43
0,analytique_set_17.txt,46
0,analytique_set_17.txt,47
0,analytique_set_17.txt,50
0,analytique_set_17.txt,53
0,analytique_set_17.txt,65
0,analytique_set_17.txt,70
0,analytique_set_17.txt,78
0,analytique_set_18.txt,6
0,analytique_set_18.txt,10
0,analytique_set_18.txt,11
0,analytique_set_18.txt,16
0,analytique_set_18.txt,20
0,analytique_set_18.txt,27
0,analytique_set_18.txt,32
0,analytique_set_18.txt,42
0,analytique_set_18.txt,50
0,analytique_set_18.txt,70
0,analytique_set_18.txt,75
0,analytique_set_18.txt,83
0,analytique_set_18.txt,90
0,analytique_set_18.txt,102
0,analytique_set_18.txt,111
0,analytique_set_19.txt,6
0,analytique_set_19.txt,8
0,analytique_set_19.txt,9
0,analytique_set_19.txt,10
0,analytique_set_19.txt,11
0,analytique_set_19.txt,12
0,analytique_set_19.txt,13
0,analytique_set_19.txt,14
0,analytique_set_19.txt,18
0,analytique_set_19.txt,19
0,analytique_set_19.txt,20
0,analytique_set_19.txt,25
0,analytique_set_19.txt,26
0,analytique_set_19.txt,38
0,analytique_set_19.txt,42
0,analytique_set_19.txt,43
0,analytique_set_19.txt,109
0,analytique_set_2.txt,6
0,analytique_set_2.txt,8
0,analytique_set_2.txt,9
0,analytique_set_2.txt,13
0,analytique_set_2.txt,15
0,analytique_set_2.txt,18
0,analytique_set_2.txt,27
0,analytique_set_2.txt,31
0,analytique_set_2.txt,41
0,analytique_set_2.txt,49
0,analytique_set_2.txt,58
0,analytique_set_2.txt,68
0,analytique_set_2.txt,86
0,analytique_set_2.txt,98
0,analytique_set_20.txt,6
0,analytique_set_20.txt,10
0,analytique_set_20.txt,11
0,analytique_set_20.txt,30
0,analytique_set_20.txt,44
0,analytique_set_20.txt,46
0,analytique_set_21.txt,6
0,analytique_set_21.txt,7
0,analytique_set_21.txt,9
0,analytique_set_21.txt,10
0,analytique_set_21.txt,16
0,analytique_set_21.txt,32
0,analytique_set_21.txt,97
0,analytique_set_21.txt,136
0,analytique_set_21.txt,144
0,analytique_set_22.txt,7
0,analytique_set_22.txt,9
0,analytique_set_22.txt,10
0,analytique_set_22.txt,11
0,analytique_set_22.txt,14
0,analytique_set_22.txt,21
0,analytique_set_22.txt,24
0,analytique_set_22.txt,36
0,analytique_set_22.txt,48
0,analytique_set_22.txt,64
0,analytique_set_22.txt,80
0,analytique_set_23.txt,6
0,analytique_set_23.txt,10
0,analytique_set_23.txt,11
0,analytique_set_23.txt,22
0,analytique_set_23.txt,38
0,analytique_set_23.txt,41
0,analytique_set_23.txt,48
0,analytique_set_23.txt,81
0,analytique_set_23.txt,86
0,analytique_set_23.txt,90
0,analytique_set_23.txt,113
0,analytique_set_23.txt,122
0,analytique_set_23.txt,183
0,analytique_set_24.txt,6
0,analytique_set_24.txt,8
0,analytique_set_24.txt,9
0,analytique_set_24.txt,10
0,analytique_set_24.txt,14
0,analytique_set_24.txt,19
0,analytique_set_24.txt,23
0,analytique_set_24.txt,24
0,analytique_set_24.txt,42
0,analytique_set_24.txt,46
0,analytique_set_24.txt,48
0,analytique_set_24.txt,51
0,analytique_set_24.txt,64
0,analytique_set_24.txt,147
0,analytique_set_25.txt,6
0,analytique_set_25.txt,8
0,analytique_set_25.txt,14
0,analytique_set_25.txt,16
0,analytique_set_25.txt,17
0,analytique_set_25.txt,41
0,analytique_set_25.txt,44
0,analytique_set_25.txt,73
0,analytique_set_25.txt,74
0,analytique_set_25.txt,101
0,analytique_set_25.txt,119
0,analytique_set_26.txt,8
0,analytique_set_26.txt,14
0,analytique_set_26.txt,17
0,analytique_set_26.txt,35
0,analytique_set_26.txt,42
0,analytique_set_26.txt,48
0,analytique_set_26.txt,56
0,analytique_set_26.txt,57
0,analytique_set_26.txt,68
0,analytique_set_26.txt,80
0,analytique_set_26.txt,81
0,analytique_set_27.txt,7
0,analytique_set_27.txt,8
0,analytique_set_27.txt,10
0,analytique_set_27.txt,12
0,analytique_set_27.txt,16
0,analytique_set_27.txt,17
0,analytique_set_27.txt,27
0,analytique_set_27.txt,33
0,analytique_set_27.txt,36
0,analytique_set_27.txt,41
0,analytique_set_27.txt,46
0,analytique_set_27.txt,53
0,analytique_set_27.txt,70
0,analytique_set_27.txt,107
0,analytique_set_27.txt,128
0,analytique_set_27.txt,132
0,analytique_set_28.txt,6
0,analytique_set_28.txt,9
0,analytique_set_28.txt,13
0,analytique_set_28.txt,14
0,analytique_set_28.txt,26
0,analytique_set_28.txt,29
0,analytique_set_28.txt,47
0,analytique_set_28.txt,50
0,analytique_set_28.txt,65
0,analytique_set_28.txt,68
0,analytique_set_28.txt,74
0,analytique_set_28.txt,85
0,analytique_set_28.txt,89
0,analytique_set_28.txt,114
0,analytique_set_28.txt,120
0,analytique_set_29.txt,6
0,analytique_set_29.txt,8
0,analytique_set_29.txt,10
0,analytique_set_29.txt,17
0,analytique_set_29.txt,18
0,analytique_set_29.txt,22
0,analytique_set_29.txt,23
0,analytique_set_29.txt,25
0,analytique_set_29.txt,26
0,analytique_set_29.txt,39
0,analytique_set_29.txt,40
0,analytique_set_29.txt,57
0,analytique_set_3.txt,6
0,analytique_set_3.txt,8
0,analytique_set_3.txt,10
0,analytique_set_3.txt,11
0,analytique_set_3.txt,18
0,analytique_set_3.txt,24
0,analytique_set_3.txt,31
0,analytique_set_3.txt,34
0,analytique_set_3.txt,36
0,analytique_set_3.txt,43
0,analytique_set_3.txt,44
0,analytique_set_3.txt,54
0,analytique_set_3.txt,58
0,analytique_set_3.txt,68
0,analytique_set_3.txt,82
0,analytique_set_3.txt,105
0,analytique_set_3.txt,145
0,analytique_set_3.txt,151
0,analytique_set_3.txt,172
0,analytique_set_3.txt,301
0,analytique_set_30.txt,8
0,analytique_set_30.txt,9
0,analytique_set_30.txt,13
0,analytique_set_30.txt,16
0,analytique_set_30.txt,17
0,analytique_set_30.txt,26
0,analytique_set_30.txt,42
0,analytique_set_30.txt,74
0,analytique_set_30.txt,77
0,analytique_set_30.txt,79
0,analytique_set_30.txt,88
0,analytique_set_30.txt,101
0,analytique_set_30.txt,189
0,analytique_set_31.txt,6
0,analytique_set_31.txt,12
0,analytique_set_31.txt,13
0,analytique_set_31.txt,14
0,analytique_set_31.txt,15
0,analytique_set_31.txt,19
0,analytique_set_31.txt,22
0,analytique_set_31.txt,23
0,analytique_set_31.txt,27
0,analytique_set_31.txt,28
0,analytique_set_31.txt,30
0,analytique_set_31.txt,35
0,analytique_set_31.txt,117
0,analytique_set_31.txt,118
0,analytique_set_31.txt,196
0,analytique_set_32.txt,8
0,analytique_set_32.txt,9
0,analytique_set_32.txt,10
0,analytique_set_32.txt,12
0,analytique_set_32.txt,16
0,analytique_set_32.txt,17
0,analytique_set_32.txt,24
0,analytique_set_32.txt,44
0,analytique_set_32.txt,45
0,analytique_set_32.txt,50
0,analytique_set_32.txt,53
0,analytique_set_32.txt,80
0,analytique_set_32.txt,92
0,analytique_set_32.txt,127
0,analytique_set_33.txt,6
0,analytique_set_33.txt,11
0,analytique_set_33.txt,12
0,analytique_set_33.txt,14
0,analytique_set_33.txt,16
0,analytique_set_33.txt,20
0,analytique_set_33.txt,27
0,analytique_set_33.txt,35
0,analytique_set_33.txt,72
0,analytique_set_33.txt,76
0,analytique_set_33.txt,147
0,analytique_set_33.txt,160
0,analytique_set_33.txt,164
0,analytique_set_33.txt,417
0,analytique_set_34.txt,8
0,analytique_set_34.txt,11
0,analytique_set_34.txt,12
0,analytique_set_34.txt,14
0,analytique_set_34.txt,27
0,analytique_set_34.txt,34
0,analytique_set_34.txt,41
0,analytique_set_34.txt,64
0,analytique_set_34.txt,66
0,analytique_set_34.txt,199
0,analytique_set_34.txt,205
0,analytique_set_35.txt,6
0,analytique_set_35.txt,8
0,analytique_set_35.txt,10
0,analytique_set_35.txt,11
0,analytique_set_35.txt,12
0,analytique_set_35.txt,18
0,analytique_set_35.txt,24
0,analytique_set_35.txt,27
0,analytique_set_35.txt,31
0,analytique_set_35.txt,37
0,analytique_set_35.txt,64
0,analytique_set_35.txt,68
0,analytique_set_35.txt,87
0,analytique_set_35.txt,105
0,analytique_set_35.txt,133
0,analytique_set_35.txt,134
0,analytique_set_35.txt,213
0,analytique_set_35.txt,298
0,analytique_set_36.txt,7
0,analytique_set_36.txt,10
0,analytique_set_36.txt,25
0,analytique_set_36.txt,26
0,analytique_set_36.txt,31
0,analytique_set_36.txt,35
0,analytique_set_36.txt,41
0,analytique_set_36.txt,42
0,analytique_set_36.txt,52
0,analytique_set_36.txt,69
0,analytique_set_36.txt,96
0,analytique_set_36.txt,114
0,analytique_set_37.txt,7
0,analytique_set_37.txt,16
0,analytique_set_37.txt,17
0,analytique_set_37.txt,21
0,analytique_set_37.txt,27
0,analytique_set_37.txt,34
0,analytique_set_37.txt,36
0,analytique_set_37.txt,37
0,analytique_set_37.txt,59
0,analytique_set_37.txt,67
0,analytique_set_37.txt,83
0,analytique_set_37.txt,116
0,analytique_set_37.txt,169
0,analytique_set_38.txt,6
0,analytique_set_38.txt,7
0,analytique_set_38.txt,11
0,analytique_set_38.txt,12
0,analytique_set_38.txt,19
0,analytique_set_38.txt,25
0,analytique_set_38.txt,26
0,analytique_set_38.txt,33
0,analytique_set_38.txt,44
0,analytique_set_38.txt,53
0,analytique_set_38.txt,62
0,analytique_set_38.txt,65
0,analytique_set_38.txt,69
0,analytique_set_38.txt,70
0,analytique_set_38.txt,83
0,analytique_set_38.txt,87
0,analytique_set_38.txt,109
0,analytique_set_38.txt,260
0,analytique_set_39.txt,6
0,analytique_set_39.txt,9
0,analytique_set_39.txt,14
0,analytique_set_39.txt,15
0,analytique_set_39.txt,17
0,analytique_set_39.txt,23
0,analytique_set_39.txt,24
0,analytique_set_39.txt,35
0,analytique_set_39.txt,55
0,analytique_set_39.txt,67
0,analytique_set_39.txt,76
0,analytique_set_39.txt,102
0,analytique_set_39.txt,162
0,analytique_set_39.txt,207
0,analytique_set_39.txt,219
0,analytique_set_39.txt,489
0,analytique_set_4.txt,20
0,analytique_set_4.txt,25
0,analytique_set_4.txt,39
0,analytique_set_4.txt,51
0,analytique_set_4.txt,52
0,analytique_set_4.txt,56
0,analytique_set_4.txt,68
0,analytique_set_4.txt,89
0,analytique_set_40.txt,7
0,analytique_set_40.txt,9
0,analytique_set_40.txt,11
0,analytique_set_40.txt,12
0,analytique_set_40.txt,14
0,analytique_set_40.txt,19
0,analytique_set_40.txt,31
0,analytique_set_40.txt,49
0,analytique_set_40.txt,73
0,analytique_set_40.txt,318
0,analytique_set_41.txt,6
0,analytique_set_41.txt,8
0,analytique_set_41.txt,43
0,analytique_set_41.txt,44
0,analytique_set_41.txt,50
0,analytique_set_41.txt,61
0,analytique_set_41.txt,88
0,analytique_set_41.txt,202
0,analytique_set_41.txt,282
0,analytique_set_42.txt,7
0,analytique_set_42.txt,10
0,analytique_set_42.txt,11
0,analytique_set_42.txt,13
0,analytique_set_42.txt,15
0,analytique_set_42.txt,18
0,analytique_set_42.txt,25
0,analytique_set_42.txt,35
0,analytique_set_42.txt,39
0,analytique_set_42.txt,41
0,analytique_set_42.txt,42
0,analytique_set_42.txt,50
0,analytique_set_42.txt,69
0,analytique_set_42.txt,111
0,analytique_set_42.txt,113
0,analytique_set_42.txt,142
0,analytique_set_42.txt,165
0,analytique_set_42.txt,194
0,analytique_set_42.txt,411
0,analytique_set_43.txt,7
0,analytique_set_43.txt,20
0,analytique_set_43.txt,21
0,analytique_set_43.txt,25
0,analytique_set_43.txt,26
0,analytique_set_43.txt,27
0,analytique_set_43.txt,43
0,analytique_set_43.txt,62
0,analytique_set_43.txt,64
0,analytique_set_43.txt,93
0,analytique_set_43.txt,96
0,analytique_set_43.txt,108
0,analytique_set_43.txt,134
0,analytique_set_43.txt,152
0,analytique_set_44.txt,7
0,analytique_set_44.txt,10
0,analytique_set_44.txt,12
0,analytique_set_44.txt,19
0,analytique_set_44.txt,21
0,analytique_set_44.txt,33
0,analytique_set_44.txt,36
0,analytique_set_44.txt,37
0,analytique_set_44.txt,47
0,analytique_set_44.txt,63
0,analytique_set_44.txt,77
0,analytique_set_44.txt,99
0,analytique_set_44.txt,104
0,analytique_set_44.txt,120
0,analytique_set_44.txt,129
0,analytique_set_44.txt,172
0,analytique_set_44.txt,274
0,analytique_set_45.txt,7
0,analytique_set_45.txt,8
0,analytique_set_45.txt,12
0,analytique_set_45.txt,16
0,analytique_set_45.txt,18
0,analytique_set_45.txt,22
0,analytique_set_45.txt,23
0,analytique_set_45.txt,28
0,analytique_set_45.txt,32
0,analytique_set_45.txt,36
0,analytique_set_45.txt,50
0,analytique_set_45.txt,91
0,analytique_set_45.txt,103
0,analytique_set_45.txt,108
0,analytique_set_45.txt,130
0,analytique_set_46.txt,6
0,analytique_set_46.txt,9
0,analytique_set_46.txt,13
0,analytique_set_46.txt,14
0,analytique_set_46.txt,19
0,analytique_set_46.txt,23
0,analytique_set_46.txt,28
0,analytique_set_46.txt,29
0,analytique_set_46.txt,36
0,analytique_set_46.txt,39
0,analytique_set_46.txt,52
0,analytique_set_46.txt,62
0,analytique_set_46.txt,241
0,analytique_set_47.txt,7
0,analytique_set_47.txt,8
0,analytique_set_47.txt,10
0,analytique_set_47.txt,15
0,analytique_set_47.txt,25
0,analytique_set_47.txt,28
0,analytique_set_47.txt,29
0,analytique_set_47.txt,41
0,analytique_set_47.txt,62
0,analytique_set_47.txt,65
0,analytique_set_47.txt,98
0,analytique_set_47.txt,118
0,analytique_set_47.txt,133
0,analytique_set_47.txt,161
0,analytique_set_47.txt,215
0,analytique_set_48.txt,7
0,analytique_set_48.txt,9
0,analytique_set_48.txt,10
0,analytique_set_48.txt,14
0,analytique_set_48.txt,16
0,analytique_set_48.txt,32
0,analytique_set_48.txt,34
0,analytique_set_48.txt,41
0,analytique_set_48.txt,44
0,analytique_set_48.txt,45
0,analytique_set_48.txt,46
0,analytique_set_48.txt,50
0,analytique_set_48.txt,55
0,analytique_set_48.txt,65
0,analytique_set_48.txt,75
0,analytique_set_48.txt,123
0,analytique_set_48.txt,194
0,analytique_set_49.txt,6
0,analytique_set_49.txt,8
0,analytique_set_49.txt,9
0,analytique_set_49.txt,12
0,analytique_set_49.txt,16
0,analytique_set_49.txt,18
0,analytique_set_49.txt,21
0,analytique_set_49.txt,26
0,analytique_set_49.txt,32
0,analytique_set_49.txt,40
0,analytique_set_49.txt,45
0,analytique_set_49.txt,49
0,analytique_set_49.txt,64
0,analytique_set_49.txt,66
0,analytique_set_49.txt,121
0,analytique_set_49.txt,122
0,analytique_set_5.txt,6
0,analytique_set_5.txt,8
0,analytique_set_5.txt,10
0,analytique_set_5.txt,11
0,analytique_set_5.txt,20
0,analytique_set_5.txt,24
0,analytique_set_5.txt,33
0,analytique_set_5.txt,37
0,analytique_set_5.txt,40
0,analytique_set_5.txt,45
0,analytique_set_5.txt,58
0,analytique_set_5.txt,67
0,analytique_set_5.txt,84
0,analytique_set_5.txt,85
0,analytique_set_50.txt,8
0,analytique_set_50.txt,10
0,analytique_set_50.txt,11
0,analytique_set_50.txt,22
0,analytique_set_50.txt,24
0,analytique_set_50.txt,26
0,analytique_set_50.txt,36
0,analytique_set_50.txt,49
0,analytique_set_50.txt,63
0,analytique_set_50.txt,80
0,analytique_set_50.txt,84
0,analytique_set_50.txt,125
0,analytique_set_50.txt,131
0,analytique_set_50.txt,257
0,analytique_set_51.txt,8
0,analytique_set_51.txt,10
0,analytique_set_51.txt,15
0,analytique_set_51.txt,16
0,analytique_set_51.txt,32
0,analytique_set_51.txt,37
0,analytique_set_51.txt,48
0,analytique_set_51.txt,52
0,analytique_set_51.txt,67
0,analytique_set_51.txt,104
0,analytique_set_52.txt,7
0,analytique_set_52.txt,8
0,analytique_set_52.txt,10
0,analytique_set_52.txt,11
0,analytique_set_52.txt,12
0,analytique_set_52.txt,16
0,analytique_set_52.txt,18
0,analytique_set_52.txt,37
0,analytique_set_52.txt,51
0,analytique_set_52.txt,80
0,analytique_set_52.txt,131
0,analytique_set_53.txt,6
0,analytique_set_53.txt,7
0,analytique_set_53.txt,9
0,analytique_set_53.txt,23
0,analytique_set_53.txt,29
0,analytique_set_53.txt,31
0,analytique_set_53.txt,32
0,analytique_set_53.txt,37
0,analytique_set_53.txt,39
0,analytique_set_53.txt,48
0,analytique_set_53.txt,49
0,analytique_set_53.txt,75
0,analytique_set_53.txt,80
0,analytique_set_53.txt,87
0,analytique_set_54.txt,7
0,analytique_set_54.txt,9
0,analytique_set_54.txt,10
0,analytique_set_54.txt,11
0,analytique_set_54.txt,12
0,analytique_set_54.txt,13
0,analytique_set_54.txt,14
0,analytique_set_54.txt,19
0,analytique_set_54.txt,23
0,analytique_set_54.txt,33
0,analytique_set_54.txt,41
0,analytique_set_54.txt,45
0,analytique_set_54.txt,46
0,analytique_set_54.txt,48
0,analytique_set_54.txt,49
0,analytique_set_54.txt,60
0,analytique_set_54.txt,107
0,analytique_set_54.txt,124
0,analytique_set_55.txt,6
0,analytique_set_55.txt,9
0,analytique_set_55.txt,11
0,analytique_set_55.txt,12
0,analytique_set_55.txt,15
0,analytique_set_55.txt,25
0,analytique_set_55.txt,35
0,analytique_set_55.txt,36
0,analytique_set_55.txt,62
0,analytique_set_55.txt,65
0,analytique_set_55.txt,72
0,analytique_set_55.txt,83
0,analytique_set_55.txt,93
0,analytique_set_55.txt,96
0,analytique_set_56.txt,6
0,analytique_set_56.txt,7
0,analytique_set_56.txt,8
0,analytique_set_56.txt,9
0,analytique_set_56.txt,15
0,analytique_set_56.txt,20
0,analytique_set_56.txt,30
0,analytique_set_56.txt,39
0,analytique_set_56.txt,49
0,analytique_set_56.txt,124
0,analytique_set_56.txt,186
0,analytique_set_57.txt,6
0,analytique_set_57.txt,7
0,analytique_set_57.txt,9
0,analytique_set_57.txt,13
0,analytique_set_57.txt,15
0,analytique_set_57.txt,28
0,analytique_set_57.txt,39
0,analytique_set_57.txt,45
0,analytique_set_57.txt,57
0,analytique_set_57.txt,93
0,analytique_set_57.txt,136
0,analytique_set_58.txt,7
0,analytique_set_58.txt,9
0,analytique_set_58.txt,10
0,analytique_set_58.txt,12
0,analytique_set_58.txt,14
0,analytique_set_58.txt,15
0,analytique_set_58.txt,16
0,analytique_set_58.txt,25
0,analytique_set_58.txt,28
0,analytique_set_58.txt,50
0,analytique_set_58.txt,63
0,analytique_set_58.txt,70
0,analytique_set_58.txt,137
0,analytique_set_58.txt,156
0,analytique_set_58.txt,210
0,analytique_set_59.txt,7
0,analytique_set_59.txt,8
0,analytique_set_59.txt,10
0,analytique_set_59.txt,17
0,analytique_set_59.txt,18
0,analytique_set_59.txt,19
0,analytique_set_59.txt,27
0,analytique_set_59.txt,28
0,analytique_set_59.txt,32
0,analytique_set_59.txt,36
0,analytique_set_59.txt,41
0,analytique_set_59.txt,68
0,analytique_set_59.txt,95
0,analytique_set_59.txt,120
0,analytique_set_59.txt,134
0,analytique_set_6.txt,6
0,analytique_set_6.txt,7
0,analytique_set_6.txt,9
0,analytique_set_6.txt,13
0,analytique_set_6.txt,17
0,analytique_set_6.txt,21
0,analytique_set_6.txt,22
0,analytique_set_6.txt,23
0,analytique_set_6.txt,28
0,analytique_set_6.txt,31
0,analytique_set_6.txt,37
0,analytique_set_6.txt,40
0,analytique_set_6.txt,45
0,analytique_set_6.txt,48
0,analytique_set_6.txt,49
0,analytique_set_6.txt,58
0,analytique_set_6.txt,66
0,analytique_set_6.txt,100
0,analytique_set_6.txt,307
0,analytique_set_60.txt,7
0,analytique_set_60.txt,8
0,analytique_set_60.txt,10
0,analytique_set_60.txt,12
0,analytique_set_60.txt,15
0,analytique_set_60.txt,28
0,analytique_set_60.txt,29
0,analytique_set_60.txt,83
0,analytique_set_61.txt,6
0,analytique_set_61.txt,8
0,analytique_set_61.txt,9
0,analytique_set_61.txt,10
0,analytique_set_61.txt,13
0,analytique_set_61.txt,18
0,analytique_set_61.txt,21
0,analytique_set_61.txt,23
0,analytique_set_61.txt,28
0,analytique_set_61.txt,42
0,analytique_set_61.txt,53
0,analytique_set_61.txt,57
0,analytique_set_61.txt,62
0,analytique_set_61.txt,67
0,analytique_set_61.txt,68
0,analytique_set_61.txt,71
0,analytique_set_61.txt,85
0,analytique_set_61.txt,93
0,analytique_set_61.txt,117
0,analytique_set_62.txt,6
0,analytique_set_62.txt,8
0,analytique_set_62.txt,9
0,analytique_set_62.txt,10
0,analytique_set_62.txt,11
0,analytique_set_62.txt,16
0,analytique_set_62.txt,27
0,analytique_set_62.txt,42
0,analytique_set_62.txt,43
0,analytique_set_62.txt,46
0,analytique_set_62.txt,69
0,analytique_set_62.txt,89
0,analytique_set_62.txt,116
0,analytique_set_62.txt,123
0,analytique_set_62.txt,141
0,analytique_set_62.txt,154
0,analytique_set_62.txt,182
0,analytique_set_63.txt,6
0,analytique_set_63.txt,7
0,analytique_set_63.txt,10
0,analytique_set_63.txt,16
0,analytique_set_63.txt,17
0,analytique_set_63.txt,19
0,analytique_set_63.txt,25
0,analytique_set_63.txt,28
0,analytique_set_63.txt,32
0,analytique_set_63.txt,37
0,analytique_set_63.txt,44
0,analytique_set_63.txt,48
0,analytique_set_63.txt,50
0,analytique_set_63.txt,54
0,analytique_set_63.txt,69
0,analytique_set_63.txt,124
0,analytique_set_64.txt,7
0,analytique_set_64.txt,9
0,analytique_set_64.txt,10
0,analytique_set_64.txt,13
0,analytique_set_64.txt,16
0,analytique_set_64.txt,25
0,analytique_set_64.txt,39
0,analytique_set_64.txt,41
0,analytique_set_64.txt,52
0,analytique_set_64.txt,56
0,analytique_set_64.txt,139
0,analytique_set_64.txt,178
0,analytique_set_64.txt,320
0,analytique_set_65.txt,7
0,analytique_set_65.txt,9
0,analytique_set_65.txt,11
0,analytique_set_65.txt,12
0,analytique_set_65.txt,15
0,analytique_set_65.txt,22
0,analytique_set_65.txt,23
0,analytique_set_65.txt,28
0,analytique_set_65.txt,31
0,analytique_set_65.txt,37
0,analytique_set_65.txt,55
0,analytique_set_65.txt,109
0,analytique_set_66.txt,9
0,analytique_set_66.txt,15
0,analytique_set_66.txt,21
0,analytique_set_66.txt,26
0,analytique_set_66.txt,27
0,analytique_set_66.txt,44
0,analytique_set_66.txt,64
0,analytique_set_66.txt,94
0,analytique_set_66.txt,106
0,analytique_set_66.txt,132
0,analytique_set_66.txt,311
0,analytique_set_67.txt,6
0,analytique_set_67.txt,8
0,analytique_set_67.txt,9
0,analytique_set_67.txt,13
0,analytique_set_67.txt,17
0,analytique_set_67.txt,21
0,analytique_set_67.txt,22
0,analytique_set_67.txt,33
0,analytique_set_67.txt,50
0,analytique_set_67.txt,51
0,analytique_set_67.txt,104
0,analytique_set_67.txt,116
0,analytique_set_67.txt,120
0,analytique_set_67.txt,199
0,analytique_set_67.txt,324
0,analytique_set_68.txt,6
0,analytique_set_68.txt,7
0,analytique_set_68.txt,13
0,analytique_set_68.txt,14
0,analytique_set_68.txt,18
0,analytique_set_68.txt,29
0,analytique_set_68.txt,31
0,analytique_set_68.txt,33
0,analytique_set_68.txt,36
0,analytique_set_68.txt,42
0,analytique_set_68.txt,45
0,analytique_set_68.txt,49
0,analytique_set_68.txt,53
0,analytique_set_68.txt,54
0,analytique_set_68.txt,62
0,analytique_set_68.txt,75
0,analytique_set_68.txt,111
0,analytique_set_68.txt,113
0,analytique_set_69.txt,7
0,analytique_set_69.txt,12
0,analytique_set_69.txt,16
0,analytique_set_69.txt,18
0,analytique_set_69.txt,26
0,analytique_set_69.txt,37
0,analytique_set_69.txt,41
0,analytique_set_69.txt,47
0,analytique_set_69.txt,49
0,analytique_set_69.txt,65
0,analytique_set_69.txt,67
0,analytique_set_69.txt,88
0,analytique_set_69.txt,106
0,analytique_set_69.txt,117
0,analytique_set_69.txt,136
0,analytique_set_69.txt,298
0,analytique_set_7.txt,6
0,analytique_set_7.txt,9
